Order_ID,Month,Month_No,Date,City,Category,Product,Channel,Units_Sold,Unit_Price,Revenue,Discount_%,Net_Revenue,Delivery_Days,Order_Status,Payment_Mode,Return_Reason,Target_Revenue
ORD1193,Jan,1,2024-01-11,Kolkata,Clothing,T-Shirt,Mobile App,3,1499,4497,0,4497,1,Delivered,Net Banking,,4000
ORD1194,Feb,2,2024-02-24,Ahmedabad,Home & Kitchen,Iron,Website,14,7999,111986,15,95188.1,5,Delivered,UPI,,90400
ORD1195,Mar,3,2024-03-28,Bangalore,Sports,Badminton Racket,Website,12,1999,23988,10,21589.2,10,Delivered,Credit Card,,19500
ORD1196,Apr,4,2024-04-08,Pune,Sports,Football,Website,7,24999,174993,0,174993,3,Pending,COD,,165700
ORD1197,May,5,2024-05-21,Kolkata,Electronics,Earbuds,Website,8,1499,11992,10,10792.8,5,Delivered,Net Banking,,9200
ORD1198,Jun,6,2024-06-23,Mumbai,Home & Kitchen,Pressure Cooker,Marketplace,2,4999,9998,10,8998.2,3,Delivered,Net Banking,,10100
ORD1199,Jul,7,2024-07-20,Hyderabad,Home & Kitchen,Mixer,Mobile App,10,999,9990,5,9490.5,3,Delivered,COD,,10200
ORD1200,Aug,8,2024-08-03,Ahmedabad,Home & Kitchen,Iron,Marketplace,13,24999,324987,5,308737.65,4,Delivered,Net Banking,,343300
ORD1201,Sep,9,2024-09-18,Pune,Books,Comic Book,Website,15,12999,194985,0,194985,1,Cancelled,Net Banking,,177600
ORD1202,Oct,10,2024-10-02,Pune,Clothing,Jeans,Marketplace,8,499,3992,5,3792.4,10,Delivered,Net Banking,,3700
ORD1203,Nov,11,2024-11-13,Kolkata,Sports,Yoga Mat,Mobile App,10,299,2990,20,2392,8,Delivered,Debit Card,,2600
ORD1204,Dec,12,2024-12-03,Chennai,Home & Kitchen,Mixer,Marketplace,2,299,598,15,508.3,6,Returned,Net Banking,Quality Issue,600
ORD1205,Jan,1,2024-01-13,Hyderabad,Sports,Cricket Bat,Mobile App,3,799,2397,15,2037.45,6,Pending,COD,,2000
ORD1206,Feb,2,2024-02-24,Bangalore,Sports,Cricket Bat,Marketplace,14,1999,27986,0,27986,3,Pending,COD,,28200
ORD1207,Mar,3,2024-03-12,Mumbai,Clothing,T-Shirt,Mobile App,8,24999,199992,20,159993.6,7,Delivered,Credit Card,,147900
ORD1208,Apr,4,2024-04-03,Chennai,Clothing,Saree,Marketplace,13,499,6487,0,6487,7,Delivered,UPI,,6000
ORD1209,May,5,2024-05-07,Mumbai,Electronics,Tablet,Mobile App,10,24999,249990,0,249990,4,Returned,COD,Damaged,230100
ORD1210,Jun,6,2024-06-05,Hyderabad,Electronics,Laptop,Website,14,12999,181986,10,163787.4,10,Delivered,Debit Card,,150900
ORD1211,Jul,7,2024-07-14,Kolkata,Books,Self-Help,Mobile App,5,299,1495,20,1196,10,Cancelled,Credit Card,,1200
ORD1212,Aug,8,2024-08-10,Mumbai,Books,Comic Book,Mobile App,11,24999,274989,15,233740.65,9,Delivered,COD,,227300
ORD1213,Sep,9,2024-09-14,Ahmedabad,Sports,Yoga Mat,Website,14,999,13986,10,12587.4,3,Returned,UPI,Late Delivery,12300
ORD1214,Oct,10,2024-10-03,Bangalore,Books,Biography,Mobile App,4,1499,5996,5,5696.2,6,Delivered,COD,,6300
ORD1215,Nov,11,2024-11-25,Mumbai,Books,Self-Help,Mobile App,7,24999,174993,20,139994.4,10,Delivered,UPI,,126900
ORD1216,Dec,12,2024-12-04,Chennai,Books,Biography,Mobile App,4,1999,7996,10,7196.4,1,Delivered,Credit Card,,8200
ORD1217,Jan,1,2024-01-12,Chennai,Sports,Yoga Mat,Mobile App,15,999,14985,20,11988,6,Returned,COD,Damaged,12100
ORD1218,Feb,2,2024-02-12,Pune,Home & Kitchen,Water Purifier,Marketplace,15,4999,74985,15,63737.25,2,Returned,COD,Changed Mind,71700
ORD1219,Mar,3,2024-03-14,Mumbai,Home & Kitchen,Iron,Marketplace,14,999,13986,5,13286.7,1,Delivered,Net Banking,,13600
ORD1220,Apr,4,2024-04-27,Chennai,Home & Kitchen,Pressure Cooker,Mobile App,4,2999,11996,20,9596.8,4,Delivered,Debit Card,,8900
ORD1221,May,5,2024-05-18,Ahmedabad,Sports,Football,Website,12,1999,23988,5,22788.6,3,Returned,COD,Wrong Item,25600
ORD1222,Jun,6,2024-06-05,Mumbai,Electronics,Tablet,Website,14,24999,349986,0,349986,1,Delivered,Credit Card,,304600
ORD1223,Jul,7,2024-07-18,Ahmedabad,Electronics,Laptop,Mobile App,1,12999,12999,20,10399.2,8,Delivered,UPI,,8900
ORD1224,Aug,8,2024-08-06,Mumbai,Sports,Cricket Bat,Marketplace,12,1499,17988,20,14390.4,5,Delivered,COD,,15700
ORD1225,Sep,9,2024-09-13,Bangalore,Electronics,Smartphone,Website,4,12999,51996,20,41596.8,5,Returned,Debit Card,Damaged,36300
ORD1226,Oct,10,2024-10-16,Chennai,Sports,Cycling Gloves,Marketplace,4,1499,5996,0,5996,1,Delivered,COD,,5800
ORD1227,Nov,11,2024-11-02,Bangalore,Electronics,Smartphone,Website,8,2999,23992,10,21592.8,10,Pending,UPI,,24200
ORD1228,Dec,12,2024-12-28,Ahmedabad,Clothing,Jeans,Mobile App,1,499,499,10,449.1,9,Delivered,UPI,,400
ORD1229,Jan,1,2024-01-28,Chennai,Home & Kitchen,Mixer,Marketplace,3,2999,8997,0,8997,5,Delivered,Credit Card,,9200
ORD1230,Feb,2,2024-02-08,Pune,Sports,Cycling Gloves,Mobile App,13,799,10387,0,10387,9,Returned,Debit Card,Quality Issue,9100
ORD1231,Mar,3,2024-03-13,Kolkata,Electronics,Earbuds,Mobile App,1,24999,24999,10,22499.1,8,Delivered,Debit Card,,22900
ORD1232,Apr,4,2024-04-23,Kolkata,Sports,Yoga Mat,Website,13,12999,168987,10,152088.3,4,Returned,UPI,Changed Mind,136300
ORD1233,May,5,2024-05-03,Pune,Clothing,Jacket,Mobile App,2,499,998,0,998,5,Delivered,Debit Card,,900
ORD1234,Jun,6,2024-06-20,Ahmedabad,Clothing,Jacket,Marketplace,9,7999,71991,15,61192.35,2,Delivered,Debit Card,,62200
ORD1235,Jul,7,2024-07-06,Kolkata,Books,Textbook,Website,5,2999,14995,15,12745.75,2,Returned,Net Banking,Wrong Item,13000
ORD1236,Aug,8,2024-08-10,Bangalore,Sports,Yoga Mat,Mobile App,5,1499,7495,15,6370.75,3,Delivered,COD,,5900
ORD1237,Sep,9,2024-09-10,Pune,Sports,Cricket Bat,Mobile App,4,24999,99996,15,84996.6,10,Delivered,COD,,75000
ORD1238,Oct,10,2024-10-11,Pune,Electronics,Smartwatch,Marketplace,7,1999,13993,15,11894.05,6,Delivered,Net Banking,,10600
ORD1239,Nov,11,2024-11-11,Ahmedabad,Books,Self-Help,Mobile App,3,2999,8997,10,8097.3,5,Returned,COD,Late Delivery,8800
ORD1240,Dec,12,2024-12-18,Kolkata,Sports,Badminton Racket,Mobile App,2,12999,25998,5,24698.1,10,Pending,Credit Card,,26000
ORD1241,Jan,1,2024-01-08,Chennai,Electronics,Smartwatch,Mobile App,13,1499,19487,0,19487,7,Delivered,Credit Card,,20300
ORD1242,Feb,2,2024-02-28,Kolkata,Home & Kitchen,Pressure Cooker,Mobile App,2,4999,9998,20,7998.4,8,Delivered,Net Banking,,8000
ORD1243,Mar,3,2024-03-12,Mumbai,Sports,Cycling Gloves,Mobile App,12,7999,95988,20,76790.4,2,Delivered,Credit Card,,80400
ORD1244,Apr,4,2024-04-04,Mumbai,Clothing,Kurta,Marketplace,11,24999,274989,15,233740.65,6,Pending,COD,,206100
ORD1245,May,5,2024-05-01,Chennai,Home & Kitchen,Pressure Cooker,Mobile App,6,2999,17994,15,15294.9,10,Delivered,Credit Card,,14600
ORD1246,Jun,6,2024-06-07,Hyderabad,Sports,Cricket Bat,Mobile App,15,499,7485,0,7485,3,Delivered,Debit Card,,7400
ORD1247,Jul,7,2024-07-04,Pune,Books,Comic Book,Mobile App,2,4999,9998,15,8498.3,6,Delivered,UPI,,9300
ORD1248,Aug,8,2024-08-14,Delhi,Electronics,Earbuds,Marketplace,13,799,10387,5,9867.65,9,Delivered,Credit Card,,9400
ORD1249,Sep,9,2024-09-15,Kolkata,Sports,Yoga Mat,Marketplace,3,799,2397,15,2037.45,7,Delivered,Net Banking,,2300
ORD1250,Oct,10,2024-10-28,Kolkata,Books,Comic Book,Website,12,999,11988,5,11388.6,5,Returned,UPI,Late Delivery,10000
ORD1251,Nov,11,2024-11-21,Pune,Books,Self-Help,Mobile App,4,4999,19996,0,19996,5,Delivered,COD,,20200
ORD1252,Dec,12,2024-12-27,Kolkata,Home & Kitchen,LED Bulb,Marketplace,7,12999,90993,0,90993,6,Delivered,COD,,94200
ORD1253,Jan,1,2024-01-05,Delhi,Home & Kitchen,LED Bulb,Marketplace,3,1999,5997,0,5997,4,Delivered,Credit Card,,5800
ORD1254,Feb,2,2024-02-21,Kolkata,Books,Comic Book,Marketplace,3,12999,38997,15,33147.45,7,Delivered,Net Banking,,35100
ORD1255,Mar,3,2024-03-12,Bangalore,Clothing,Kurta,Mobile App,5,799,3995,5,3795.25,6,Cancelled,Net Banking,,3300
ORD1256,Apr,4,2024-04-14,Bangalore,Electronics,Smartwatch,Website,14,2999,41986,20,33588.8,9,Delivered,COD,,35400
ORD1257,May,5,2024-05-06,Bangalore,Sports,Football,Website,10,299,2990,5,2840.5,5,Delivered,Credit Card,,2900
ORD1258,Jun,6,2024-06-12,Ahmedabad,Sports,Cycling Gloves,Marketplace,9,499,4491,20,3592.8,2,Delivered,Net Banking,,3900
ORD1259,Jul,7,2024-07-12,Ahmedabad,Books,Fiction Novel,Marketplace,4,2999,11996,0,11996,4,Delivered,UPI,,11800
ORD1260,Aug,8,2024-08-26,Delhi,Electronics,Smartwatch,Website,4,12999,51996,10,46796.4,10,Delivered,Credit Card,,48400
ORD1261,Sep,9,2024-09-10,Mumbai,Clothing,Jeans,Marketplace,6,7999,47994,10,43194.6,10,Delivered,Debit Card,,49400
ORD1262,Oct,10,2024-10-09,Hyderabad,Home & Kitchen,LED Bulb,Marketplace,15,24999,374985,0,374985,3,Pending,COD,,422100
ORD1263,Nov,11,2024-11-21,Chennai,Clothing,Jeans,Website,12,1999,23988,5,22788.6,7,Delivered,Net Banking,,23700
ORD1264,Dec,12,2024-12-11,Ahmedabad,Sports,Football,Website,11,499,5489,15,4665.65,9,Returned,Debit Card,Damaged,5300
ORD1265,Jan,1,2024-01-27,Delhi,Books,Fiction Novel,Marketplace,8,24999,199992,10,179992.8,2,Returned,COD,Wrong Item,205300
ORD1266,Feb,2,2024-02-26,Hyderabad,Clothing,Jacket,Mobile App,14,1499,20986,10,18887.4,9,Delivered,Net Banking,,20900
ORD1267,Mar,3,2024-03-01,Mumbai,Home & Kitchen,Mixer,Website,11,4999,54989,0,54989,2,Pending,Credit Card,,54000
ORD1268,Apr,4,2024-04-22,Bangalore,Sports,Yoga Mat,Marketplace,5,799,3995,10,3595.5,2,Delivered,Debit Card,,3100
ORD1269,May,5,2024-05-05,Kolkata,Clothing,T-Shirt,Marketplace,5,999,4995,15,4245.75,2,Returned,UPI,Wrong Item,4200
ORD1270,Jun,6,2024-06-13,Ahmedabad,Books,Self-Help,Website,1,1999,1999,0,1999,7,Delivered,COD,,1700
ORD1271,Jul,7,2024-07-05,Delhi,Electronics,Smartphone,Mobile App,6,1499,8994,5,8544.3,7,Returned,Credit Card,,9800
ORD1272,Aug,8,2024-08-15,Mumbai,Electronics,Tablet,Marketplace,11,799,8789,15,7470.65,6,Returned,Credit Card,Damaged,7700
ORD1273,Sep,9,2024-09-05,Delhi,Clothing,T-Shirt,Website,13,499,6487,20,5189.6,7,Delivered,COD,,4900
ORD1274,Oct,10,2024-10-22,Delhi,Clothing,Saree,Website,9,12999,116991,20,93592.8,10,Delivered,UPI,,103400
ORD1275,Nov,11,2024-11-21,Chennai,Home & Kitchen,Pressure Cooker,Marketplace,7,1499,10493,0,10493,4,Delivered,UPI,,9700
ORD1276,Dec,12,2024-12-18,Mumbai,Books,Fiction Novel,Mobile App,15,1999,29985,5,28485.75,7,Cancelled,Net Banking,,27800
ORD1277,Jan,1,2024-01-13,Delhi,Clothing,Jacket,Website,10,499,4990,0,4990,5,Delivered,UPI,,5700
ORD1278,Feb,2,2024-02-10,Kolkata,Books,Textbook,Mobile App,12,2999,35988,0,35988,9,Delivered,Credit Card,,33600
ORD1279,Mar,3,2024-03-14,Chennai,Electronics,Tablet,Website,9,1999,17991,15,15292.35,10,Delivered,UPI,,14400
ORD1280,Apr,4,2024-04-24,Chennai,Clothing,T-Shirt,Website,15,2999,44985,0,44985,8,Delivered,UPI,,42400
ORD1281,May,5,2024-05-27,Mumbai,Clothing,T-Shirt,Marketplace,3,299,897,5,852.15,8,Pending,Net Banking,,900
ORD1282,Jun,6,2024-06-03,Pune,Home & Kitchen,Pressure Cooker,Website,12,1499,17988,0,17988,1,Delivered,COD,,16800
ORD1283,Jul,7,2024-07-06,Delhi,Home & Kitchen,LED Bulb,Mobile App,8,7999,63992,10,57592.8,1,Delivered,Net Banking,,51800
ORD1284,Aug,8,2024-08-16,Delhi,Home & Kitchen,Mixer,Website,12,7999,95988,0,95988,1,Cancelled,UPI,,88600
ORD1285,Sep,9,2024-09-24,Bangalore,Home & Kitchen,Iron,Website,15,299,4485,20,3588,7,Delivered,Credit Card,,3500
ORD1286,Oct,10,2024-10-13,Delhi,Home & Kitchen,Water Purifier,Marketplace,6,499,2994,20,2395.2,1,Delivered,Net Banking,,2700
ORD1287,Nov,11,2024-11-26,Hyderabad,Electronics,Smartwatch,Mobile App,6,499,2994,20,2395.2,8,Delivered,Credit Card,,2200
ORD1288,Dec,12,2024-12-14,Chennai,Home & Kitchen,LED Bulb,Mobile App,6,12999,77994,15,66294.9,4,Returned,Net Banking,Wrong Item,59300
ORD1289,Jan,1,2024-01-04,Pune,Electronics,Laptop,Marketplace,14,299,4186,10,3767.4,1,Returned,COD,,4000
ORD1290,Feb,2,2024-02-17,Chennai,Clothing,Kurta,Mobile App,8,299,2392,5,2272.4,5,Delivered,Credit Card,,2500
ORD1291,Mar,3,2024-03-19,Ahmedabad,Sports,Badminton Racket,Marketplace,2,12999,25998,0,25998,9,Delivered,COD,,22700
ORD1292,Apr,4,2024-04-08,Bangalore,Electronics,Smartwatch,Website,5,1499,7495,10,6745.5,7,Returned,Debit Card,Changed Mind,6600
ORD1293,May,5,2024-05-18,Bangalore,Electronics,Laptop,Marketplace,2,799,1598,0,1598,3,Delivered,Debit Card,,1600
ORD1294,Jun,6,2024-06-23,Ahmedabad,Home & Kitchen,Pressure Cooker,Mobile App,8,1499,11992,0,11992,2,Delivered,Debit Card,,13200
ORD1295,Jul,7,2024-07-09,Chennai,Books,Fiction Novel,Mobile App,3,499,1497,5,1422.15,6,Delivered,UPI,,1500
ORD1296,Aug,8,2024-08-02,Kolkata,Clothing,T-Shirt,Mobile App,9,7999,71991,5,68391.45,2,Delivered,Credit Card,,60600
ORD1297,Sep,9,2024-09-03,Chennai,Clothing,Jeans,Mobile App,6,24999,149994,0,149994,10,Delivered,UPI,,128500
ORD1298,Oct,10,2024-10-19,Bangalore,Clothing,Jacket,Website,15,1999,29985,0,29985,1,Pending,UPI,,27000
ORD1299,Nov,11,2024-11-15,Ahmedabad,Sports,Football,Website,7,24999,174993,15,148744.05,3,Delivered,Credit Card,,138700
ORD1300,Dec,12,2024-12-05,Chennai,Clothing,T-Shirt,Marketplace,5,4999,24995,15,21245.75,9,Delivered,UPI,,19800
